"id","signup_date","loyalty","location","gender","age","favorite_movie_line","number_of_purchases","value_of_purchases","total_standard_points","total_points_redeemed","first_order_date","last_order_date","time_between_purchases","average_order_value","time_to_first_purchase"
6916,"2012-09-08","enrolled","SF",NA,"young",NA,4,3377,320,0,"2012-11-08","2013-11-18",109,844.25,61
6917,"2012-09-08","enrolled",NA,NA,"young",NA,3,9580,940,0,"2012-11-12","2013-06-11",92,3193.33333333333,65
6918,"2012-09-08","control","NY",NA,"youthful","What we've got here is failure to communicate.",6,10685,0,0,"2013-01-18","2013-09-26",63.8333333333333,1780.83333333333,132
6919,"2012-09-08","enrolled","NY",NA,"young",NA,2,5181,510,0,"2012-10-23","2013-05-22",128,2590.5,45
6920,"2012-09-08","enrolled","NY",NA,NA,"Why don't you come up sometime and see me?",5,20445,2030,0,"2012-11-24","2013-09-24",76.2,4089,77
6921,"2012-09-08","control",NA,NA,"wise",NA,0,0,0,0,NA,NA,NA,NA,NA
6922,"2012-09-08","enrolled",NA,"A","young",NA,5,3708,360,0,"2013-02-12","2013-12-27",95,741.6,157
6923,"2012-09-08","control",NA,"D","wise","Frankly, my dear, I don't give a damn.",20,67280,0,0,"2012-09-13","2013-12-03",22.55,3364,5
6924,"2012-09-09","control","NY","B","wise",NA,6,10957,0,0,"2012-11-27","2013-08-06",55.1666666666667,1826.16666666667,79
6925,"2012-09-09","control","LA","A",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
6926,"2012-09-09","enrolled","NY","C","wise","Well, here's another nice mess you've gotten me into!",3,4153,400,0,"2013-04-22","2013-08-29",118,1384.33333333333,225
6927,"2012-09-09","control","NY","C",NA,NA,7,14755,0,0,"2012-11-14","2013-09-11",52.4285714285714,2107.85714285714,66
6928,"2012-09-09","control","NY",NA,NA,NA,4,13951,0,0,"2012-11-16","2013-06-17",70.25,3487.75,68
6929,"2012-09-09","enrolled",NA,"B",NA,NA,16,42596,4170,0,"2012-10-02","2013-12-29",29.75,2662.25,23
6930,"2012-09-09","enrolled","SF",NA,NA,NA,2,316,30,0,"2012-10-20","2013-09-10",183,158,41
6931,"2012-09-09","enrolled","SF","C","wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
6932,"2012-09-09","enrolled","NY",NA,NA,"One morning I shot an elephant in my pajamas. How he got in my pajamas, I don't know.",13,20204,1960,0,"2012-09-20","2013-12-25",36.3076923076923,1554.15384615385,11
6933,"2012-09-09","control","LA",NA,"oldish",NA,3,19862,0,0,"2013-01-03","2013-09-16",124,6620.66666666667,116
6934,"2012-09-09","control",NA,NA,NA,"What we've got here is failure to communicate.",15,18114,0,0,"2012-10-14","2013-10-19",27,1207.6,35
6935,"2012-09-09","enrolled",NA,"A",NA,"One morning I shot an elephant in my pajamas. How he got in my pajamas, I don't know.",3,2784,260,0,"2012-10-09","2013-10-09",131.666666666667,928,30
6936,"2012-09-09","control",NA,NA,NA,"Here's Johnny!",27,43421,0,0,"2012-09-17","2013-11-29",16.5185185185185,1608.18518518519,8
6937,"2012-09-09","control",NA,"A","oldish",NA,3,2320,0,0,"2013-03-07","2013-10-30",138.666666666667,773.333333333333,179
6938,"2012-09-09","control","SF",NA,NA,NA,6,17392,0,0,"2012-10-04","2013-12-23",78.3333333333333,2898.66666666667,25
6939,"2012-09-09","control","LA","B","young","One morning I shot an elephant in my pajamas. How he got in my pajamas, I don't know.",6,8392,0,0,"2012-09-16","2013-07-05",49.8333333333333,1398.66666666667,7
6940,"2012-09-09","control","NY",NA,NA,"Show me the money!",2,6162,0,0,"2012-10-07","2013-12-19",233,3081,28
6941,"2012-09-09","enrolled",NA,NA,NA,"They call me Mister Tibbs!",35,35129,3340,0,"2012-09-14","2013-12-25",13.4857142857143,1003.68571428571,5
6942,"2012-09-09","control","NY","A",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
6943,"2012-09-09","control","NY",NA,NA,NA,1,1492,0,0,"2012-11-08","2012-11-08",60,1492,60
6944,"2012-09-09","control",NA,NA,"youthful","Of all the gin joints in all the towns in all the world, she walks into mine.",2,6233,0,0,"2012-10-03","2012-11-01",26.5,3116.5,24
6945,"2012-09-09","control",NA,NA,NA,NA,1,5146,0,0,"2013-03-25","2013-03-25",197,5146,197
6946,"2012-09-09","enrolled",NA,NA,NA,"Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
6947,"2012-09-09","enrolled",NA,"D",NA,"I'll get you, my pretty, and your little dog, too!",22,21359,2060,0,"2012-09-18","2013-10-17",18.3181818181818,970.863636363636,9
6948,"2012-09-09","control",NA,"D","wise",NA,21,43452,0,0,"2012-10-24","2013-12-14",21.952380952381,2069.14285714286,45
6949,"2012-09-09","control","LA","A","wise","Frankly, my dear, I don't give a damn.",1,0,0,0,"2013-01-23","2013-01-23",136,0,136
6950,"2012-09-09","enrolled","SF","D","oldish","Rosebud.",4,10354,1010,0,"2012-11-23","2013-11-09",106.5,2588.5,75
6951,"2012-09-09","control",NA,"B","wise",NA,1,340,0,0,"2013-01-26","2013-01-26",139,340,139
6952,"2012-09-10","enrolled",NA,"A","young",NA,3,3117,290,0,"2013-01-12","2013-07-15",102.666666666667,1039,124
6953,"2012-09-10","control",NA,NA,"oldish",NA,22,44946,0,0,"2012-10-15","2013-12-12",20.8181818181818,2043,35
6954,"2012-09-10","enrolled","LA","C","oldish","My precious.",7,34712,3440,0,"2012-09-29","2013-12-06",64.5714285714286,4958.85714285714,19
6955,"2012-09-10","control","NY",NA,NA,"Yo, Adrian!",9,10231,0,0,"2012-09-23","2013-12-21",51.8888888888889,1136.77777777778,13
6956,"2012-09-10","enrolled","LA",NA,NA,NA,7,37833,3750,0,"2012-09-28","2013-11-09",60.7142857142857,5404.71428571429,18
6957,"2012-09-10","control",NA,"D","wise",NA,0,0,0,0,NA,NA,NA,NA,NA
6958,"2012-09-10","enrolled","NY",NA,"oldish",NA,1,1107,110,0,"2013-01-19","2013-01-19",131,1107,131
6959,"2012-09-10","control",NA,"A",NA,"What a dump.",77,123193,0,0,"2012-09-10","2013-12-27",6.14285714285714,1599.90909090909,0
6960,"2012-09-10","enrolled","LA","B","young","We rob banks.",8,13330,1290,0,"2012-09-10","2013-10-08",49.125,1666.25,0
6961,"2012-09-10","enrolled","SF","C",NA,NA,2,5396,530,0,"2012-10-14","2013-04-11",106.5,2698,34
6962,"2012-09-10","control","SF",NA,"oldish","No wire hangers, ever!",1,2371,0,0,"2013-10-26","2013-10-26",411,2371,411
6963,"2012-09-10","enrolled",NA,NA,NA,NA,2,1910,180,0,"2013-05-09","2013-12-06",226,955,241
6964,"2012-09-10","enrolled",NA,NA,NA,"I'll have what she's having.",11,63212,6200,5000,"2012-09-18","2013-12-06",41.0909090909091,5746.54545454545,8
6965,"2012-09-10","control",NA,"C","oldish",NA,4,6350,0,0,"2012-10-09","2013-06-29",73,1587.5,29
6966,"2012-09-10","enrolled","NY","A",NA,"Show me the money!",4,5456,540,0,"2013-07-03","2013-12-09",113.75,1364,296
6967,"2012-09-10","enrolled",NA,NA,"young","One morning I shot an elephant in my pajamas. How he got in my pajamas, I don't know.",8,10694,1010,0,"2012-09-23","2013-11-18",54.25,1336.75,13
6968,"2012-09-10","control","SF","B",NA,NA,2,2864,0,0,"2012-12-17","2013-09-06",180.5,1432,98
6969,"2012-09-10","enrolled","NY",NA,NA,NA,1,1134,110,0,"2013-05-30","2013-05-30",262,1134,262
6970,"2012-09-10","control",NA,NA,"youthful",NA,22,47746,0,0,"2012-09-25","2013-12-29",21.5909090909091,2170.27272727273,15
6971,"2012-09-10","enrolled","SF",NA,"youthful",NA,27,60288,5840,5000,"2012-09-30","2013-12-21",17.2962962962963,2232.88888888889,20
6972,"2012-09-10","enrolled","NY","D","oldish",NA,41,172347,16950,10000,"2012-10-10","2013-12-20",11.3658536585366,4203.58536585366,30
6973,"2012-09-10","control",NA,"C","youthful",NA,13,31518,0,0,"2012-09-29","2013-12-23",36.0769230769231,2424.46153846154,19
6974,"2012-09-10","control","LA","B",NA,"A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.",1,1620,0,0,"2013-09-17","2013-09-17",372,1620,372
6975,"2012-09-10","control","LA","B","oldish",NA,2,4373,0,0,"2012-11-08","2013-02-13",78,2186.5,59
6976,"2012-09-10","control","NY",NA,"wise","What we've got here is failure to communicate.",22,41655,0,0,"2012-09-16","2013-11-16",19.6363636363636,1893.40909090909,6
6977,"2012-09-10","enrolled","LA",NA,"youthful",NA,6,21648,2140,0,"2012-10-06","2013-11-21",72.8333333333333,3608,26
6978,"2012-09-10","enrolled","LA","B",NA,"My mother thanks you. My father thanks you. My sister thanks you. And I thank you.",6,21416,2110,0,"2012-10-10","2013-08-06",55,3569.33333333333,30
6979,"2012-09-10","control",NA,NA,NA,"Badges? We ain't got no badges! We don't need no badges! I don't have to show you any stinking badges!",3,2345,0,0,"2013-01-12","2013-08-13",112.333333333333,781.666666666667,124
6980,"2012-09-10","enrolled","NY","A","young",NA,65,43674,4060,0,"2012-09-18","2013-12-30",7.32307692307692,671.907692307692,8
6981,"2012-09-11","control",NA,NA,NA,NA,3,3396,0,0,"2013-07-31","2013-10-24",136,1132,323
6982,"2012-09-11","enrolled",NA,NA,NA,"You can't handle the truth!",4,5207,500,0,"2012-10-16","2013-11-17",108,1301.75,35
6983,"2012-09-11","enrolled","SF",NA,NA,"You don't understand!  I coulda had class. I coulda been a contender. I could've been somebody, instead of a bum, which is what I am.",6,15667,1540,0,"2012-10-21","2013-10-17",66.8333333333333,2611.16666666667,40
6984,"2012-09-11","control",NA,NA,"youthful",NA,8,21752,0,0,"2012-11-05","2013-09-23",47.125,2719,55
6985,"2012-09-11","control",NA,"B","oldish","Say ""hello"" to my little friend!",5,7132,0,0,"2012-10-16","2013-07-30",64.4,1426.4,35
6986,"2012-09-11","control",NA,"A",NA,NA,4,8604,0,0,"2013-01-24","2013-07-19",77.75,2151,135
6987,"2012-09-11","enrolled","LA","D","youthful","I have always depended on the kindness of strangers.",11,124234,12260,10000,"2012-10-22","2013-12-27",42.9090909090909,11294,41
6988,"2012-09-11","control","NY",NA,"young",NA,2,3259,0,0,"2013-03-18","2013-05-04",117.5,1629.5,188
6989,"2012-09-11","control",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
6990,"2012-09-11","control",NA,"C",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
6991,"2012-09-11","enrolled",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
6992,"2012-09-11","control",NA,NA,"young","Listen to them.  Children of the night.  What music they make.",2,2141,0,0,"2013-02-14","2013-09-03",178.5,1070.5,156
6993,"2012-09-11","enrolled",NA,NA,"wise","E.T. phone home.",2,1957,180,0,"2012-12-24","2013-10-13",198.5,978.5,104
6994,"2012-09-11","control",NA,"A",NA,"Stella!  Hey, Stella!",4,7386,0,0,"2012-12-31","2013-12-17",115.5,1846.5,111
6995,"2012-09-11","enrolled",NA,NA,NA,NA,5,13903,1370,0,"2012-11-11","2013-09-27",76.2,2780.6,61
6996,"2012-09-11","enrolled",NA,NA,NA,NA,1,1400,140,0,"2013-11-09","2013-11-09",424,1400,424
6997,"2012-09-11","control","NY","C","wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
6998,"2012-09-11","enrolled","SF","C",NA,"I'm gonna make him an offer he can't refuse.",41,100261,9770,5000,"2012-09-12","2013-12-14",11.1951219512195,2445.39024390244,1
6999,"2012-09-11","enrolled",NA,NA,NA,NA,7,8746,840,0,"2012-12-21","2013-12-15",65.7142857142857,1249.42857142857,101
7000,"2012-09-11","control",NA,"B",NA,NA,1,0,0,0,"2013-05-18","2013-05-18",249,0,249
7001,"2012-09-11","control","LA","B","oldish","It's alive!  It's alive!",26,59498,0,0,"2012-10-04","2013-12-28",18.1923076923077,2288.38461538462,23
7002,"2012-09-11","control","NY",NA,NA,"Soylent Green is people!",27,30288,0,0,"2012-10-11","2013-12-28",17.5185185185185,1121.77777777778,30
7003,"2012-09-11","control","NY",NA,"oldish","I'll get you, my pretty, and your little dog, too!",6,9183,0,0,"2012-11-11","2013-07-18",51.6666666666667,1530.5,61
7004,"2012-09-11","control",NA,NA,"youthful",NA,11,64542,0,0,"2012-10-11","2013-12-18",42.0909090909091,5867.45454545455,30
7005,"2012-09-11","enrolled",NA,NA,NA,"Say ""hello"" to my little friend!",1,3160,310,0,"2012-11-12","2012-11-12",62,3160,62
7006,"2012-09-11","control",NA,"A","wise",NA,1,0,0,0,"2012-10-11","2012-10-11",30,0,30
7007,"2012-09-11","control","SF",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
7008,"2012-09-11","control",NA,NA,"youthful",NA,5,4551,0,0,"2013-04-19","2013-10-15",79.8,910.2,220
7009,"2012-09-12","enrolled","SF",NA,"wise","What we've got here is failure to communicate.",1,1210,120,0,"2012-10-04","2012-10-04",22,1210,22
7010,"2012-09-12","enrolled",NA,NA,"oldish","Badges? We ain't got no badges! We don't need no badges! I don't have to show you any stinking badges!",43,81645,7940,5000,"2012-09-16","2013-12-16",10.6976744186047,1898.72093023256,4
7011,"2012-09-12","enrolled",NA,NA,NA,"Say ""hello"" to my little friend!",8,56945,5640,0,"2012-10-06","2013-12-17",57.625,7118.125,24
7012,"2012-09-12","control",NA,NA,"wise",NA,1,627,0,0,"2013-12-27","2013-12-27",471,627,471
7013,"2012-09-12","control","SF","A","young","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
7014,"2012-09-12","enrolled","SF",NA,"wise",NA,0,0,0,0,NA,NA,NA,NA,NA
7015,"2012-09-12","enrolled",NA,NA,"youthful","Listen to them.  Children of the night.  What music they make.",2,14291,1420,0,"2013-01-16","2013-03-14",91.5,7145.5,126
7016,"2012-09-12","enrolled","LA","D",NA,NA,42,150627,14740,10000,"2012-11-09","2013-12-21",11.0714285714286,3586.35714285714,58
7017,"2012-09-12","enrolled","SF","D",NA,"You're gonna need a bigger boat.",54,104271,10130,5000,"2012-09-14","2013-12-27",8.72222222222222,1930.94444444444,2
7018,"2012-09-12","control","NY","A","oldish",NA,2,2156,0,0,"2013-01-05","2013-12-28",236,1078,115
7019,"2012-09-12","enrolled","SF",NA,NA,"La-dee-da, la-dee-da.",3,4118,390,0,"2013-02-09","2013-02-24",55,1372.66666666667,150
7020,"2012-09-12","control",NA,"C",NA,NA,6,18143,0,0,"2012-10-28","2013-12-15",76.5,3023.83333333333,46
7021,"2012-09-12","control","NY",NA,NA,NA,5,9516,0,0,"2012-09-18","2013-10-23",81.2,1903.2,6
7022,"2012-09-12","control","NY",NA,"oldish",NA,1,991,0,0,"2013-03-04","2013-03-04",173,991,173
7023,"2012-09-12","enrolled",NA,NA,NA,"Life is a banquet, and most poor suckers are starving to death!",4,6873,660,0,"2012-10-07","2013-11-19",108.25,1718.25,25
7024,"2012-09-12","enrolled",NA,NA,NA,NA,69,330770,32460,30000,"2012-09-15","2013-12-21",6.73913043478261,4793.76811594203,3
7025,"2012-09-12","enrolled",NA,"D",NA,"I'll have what she's having.",4,5758,560,0,"2012-11-03","2013-07-27",79.5,1439.5,52
7026,"2012-09-12","control",NA,NA,"youthful","You don't understand!  I coulda had class. I coulda been a contender. I could've been somebody, instead of a bum, which is what I am.",6,36767,0,0,"2012-09-12","2013-11-29",73.8333333333333,6127.83333333333,0
7027,"2012-09-12","enrolled","LA",NA,"youthful",NA,9,73774,7280,5000,"2012-10-23","2013-12-29",52.5555555555556,8197.11111111111,41
7028,"2012-09-12","control","SF",NA,NA,NA,6,11085,0,0,"2012-12-17","2013-10-05",64.6666666666667,1847.5,96
7029,"2012-09-12","control",NA,"B","youthful",NA,1,2998,0,0,"2012-11-26","2012-11-26",75,2998,75
7030,"2012-09-12","control",NA,"C","young","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
7031,"2012-09-12","control",NA,NA,"youthful","Love means never having to say you're sorry.",9,30568,0,0,"2012-10-04","2013-12-16",51.1111111111111,3396.44444444444,22
7032,"2012-09-12","enrolled","LA","D","wise",NA,1,5376,530,0,"2013-09-22","2013-09-22",375,5376,375
7033,"2012-09-12","enrolled",NA,NA,NA,NA,2,817,70,0,"2013-01-09","2013-09-14",183.5,408.5,119
7034,"2012-09-12","control","LA","A","young","The stuff that dreams are made of.",13,11601,0,0,"2012-09-28","2013-12-30",36.4615384615385,892.384615384615,16
7035,"2012-09-12","control",NA,NA,NA,"Elementary, my dear Watson.",3,15088,0,0,"2012-11-06","2013-08-23",115,5029.33333333333,55
7036,"2012-09-12","enrolled",NA,"D","youthful",NA,4,44862,4460,0,"2013-01-04","2013-12-20",116,11215.5,114
7037,"2012-09-12","control",NA,"A","oldish",NA,16,26918,0,0,"2012-11-04","2013-11-16",26.875,1682.375,53
7038,"2012-09-12","enrolled","SF",NA,NA,"I'm as mad as hell, and I'm not going to take this anymore!",11,28738,2810,0,"2012-09-18","2013-10-15",36.1818181818182,2612.54545454545,6
7039,"2012-09-12","enrolled",NA,"A",NA,"Soylent Green is people!",4,2694,250,0,"2013-02-19","2013-12-24",117,673.5,160
7040,"2012-09-12","control",NA,NA,NA,"My precious.",4,2821,0,0,"2013-02-20","2013-07-31",80.5,705.25,161
7041,"2012-09-12","control",NA,NA,"wise","My mother thanks you. My father thanks you. My sister thanks you. And I thank you.",14,9314,0,0,"2012-11-26","2013-12-10",32.4285714285714,665.285714285714,75
7042,"2012-09-12","control",NA,NA,NA,NA,7,13030,0,0,"2012-10-31","2013-09-27",54.2857142857143,1861.42857142857,49
7043,"2012-09-12","enrolled","SF","C",NA,NA,1,2374,230,0,"2013-12-22","2013-12-22",466,2374,466
7044,"2012-09-13","control","SF","B","young",NA,0,0,0,0,NA,NA,NA,NA,NA
7045,"2012-09-13","control","NY","C","youthful","Carpe diem.  Seize the day, boys.  Make your lives extraordinary.",87,284162,0,0,"2012-09-15","2013-12-29",5.42528735632184,3266.22988505747,2
7046,"2012-09-13","control",NA,"D",NA,NA,1,1539,0,0,"2013-07-26","2013-07-26",316,1539,316
7047,"2012-09-13","enrolled","NY","A","oldish","They call me Mister Tibbs!",5,8563,830,0,"2012-11-02","2013-08-13",66.8,1712.6,50
7048,"2012-09-13","control","NY",NA,NA,"Here's looking at you, kid.",36,189739,0,0,"2012-09-14","2013-12-28",13.0833333333333,5270.52777777778,1
7049,"2012-09-13","control",NA,NA,"wise","I'm as mad as hell, and I'm not going to take this anymore!",1,1618,0,0,"2012-12-07","2012-12-07",85,1618,85
7050,"2012-09-13","control",NA,"B","youthful",NA,32,51968,0,0,"2012-10-04","2013-12-25",14.625,1624,21
7051,"2012-09-13","control",NA,NA,"young","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
7052,"2012-09-13","control",NA,NA,"oldish","Say ""hello"" to my little friend!",1,960,0,0,"2012-12-14","2012-12-14",92,960,92
7053,"2012-09-13","enrolled",NA,NA,NA,NA,2,2967,280,0,"2013-09-28","2013-10-27",204.5,1483.5,380
7054,"2012-09-13","control","LA","D",NA,NA,3,14183,0,0,"2012-11-15","2013-07-24",104.666666666667,4727.66666666667,63
7055,"2012-09-13","control","SF",NA,"youthful","After all, tomorrow is another day!",2,3015,0,0,"2012-10-20","2013-06-26",143,1507.5,37
7056,"2012-09-13","control","LA","A",NA,"Shane.  Shane.  Come back!",9,5794,0,0,"2012-11-18","2013-11-17",47.7777777777778,643.777777777778,66
7057,"2012-09-13","control",NA,"D",NA,"Stella!  Hey, Stella!",28,96148,0,0,"2012-09-15","2013-12-23",16.6428571428571,3433.85714285714,2
7058,"2012-09-13","enrolled","NY",NA,"oldish",NA,73,124723,11970,10000,"2012-09-22","2013-12-29",6.46575342465753,1708.53424657534,9
7059,"2012-09-13","control","SF",NA,"youthful","Hello, gorgeous.",4,9120,0,0,"2013-03-18","2013-11-22",108.75,2280,186
7060,"2012-09-13","enrolled",NA,"C",NA,"Show me the money!",4,8231,810,0,"2012-10-20","2013-09-08",90,2057.75,37
7061,"2012-09-13","control",NA,"C",NA,NA,1,2017,0,0,"2013-11-09","2013-11-09",422,2017,422
7062,"2012-09-13","control",NA,NA,NA,"Elementary, my dear Watson.",2,2882,0,0,"2012-09-28","2013-05-16",122.5,1441,15
7063,"2012-09-13","enrolled",NA,NA,"youthful","Greed, for lack of a better word, is good.",2,6578,650,0,"2012-10-20","2013-11-25",219,3289,37
7064,"2012-09-13","control",NA,"C",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
7065,"2012-09-14","control","LA",NA,NA,NA,8,61802,0,0,"2012-10-22","2013-12-24",58.25,7725.25,38
7066,"2012-09-14","control",NA,NA,"wise","Frankly, my dear, I don't give a damn.",2,700,0,0,"2012-12-31","2013-07-05",147,350,108
7067,"2012-09-14","enrolled",NA,NA,"young",NA,3,6952,680,0,"2012-11-06","2013-03-08",58.3333333333333,2317.33333333333,53
7068,"2012-09-14","control",NA,NA,"wise",NA,0,0,0,0,NA,NA,NA,NA,NA
7069,"2012-09-14","control","NY","B","oldish","My precious.",29,117096,0,0,"2012-09-26","2013-12-15",15.7586206896552,4037.79310344828,12
7070,"2012-09-14","enrolled",NA,NA,"youthful",NA,49,520346,51310,50000,"2012-09-29","2013-12-19",9.40816326530612,10619.306122449,15
7071,"2012-09-14","enrolled","SF","B",NA,NA,43,112487,10920,10000,"2012-09-18","2013-12-27",10.906976744186,2615.97674418605,4
7072,"2012-09-14","enrolled","NY","D","youthful",NA,7,27820,2750,0,"2012-10-10","2013-10-12",56.1428571428571,3974.28571428571,26
7073,"2012-09-14","enrolled","LA","B",NA,"Take your stinking paws off me, you damned dirty ape.",5,34333,3410,0,"2012-11-03","2013-12-07",89.8,6866.6,50
7074,"2012-09-14","enrolled",NA,NA,NA,NA,2,3311,330,0,"2013-02-08","2013-09-06",178.5,1655.5,147
7075,"2012-09-14","enrolled","SF",NA,NA,"We rob banks.",34,13860,1270,0,"2012-09-15","2013-12-20",13.5882352941176,407.647058823529,1
7076,"2012-09-14","enrolled",NA,NA,"oldish",NA,8,13653,1320,0,"2012-09-22","2013-11-11",52.875,1706.625,8
7077,"2012-09-14","control",NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
7078,"2012-09-14","control","SF",NA,"youthful","Oh, Jerry, don't let's ask for the moon. We have the stars.",5,25709,0,0,"2013-06-06","2013-11-13",85,5141.8,265
7079,"2012-09-14","enrolled","LA",NA,NA,"After all, tomorrow is another day!",5,5126,490,0,"2013-08-08","2013-10-29",82,1025.2,328
7080,"2012-09-14","enrolled","LA","C",NA,NA,1,1914,190,0,"2013-05-19","2013-05-19",247,1914,247
7081,"2012-09-14","control",NA,"A","youthful",NA,5,9441,0,0,"2012-12-08","2013-12-30",94.4,1888.2,85
7082,"2012-09-14","control","NY",NA,"oldish",NA,5,12752,0,0,"2012-09-15","2013-11-22",86.8,2550.4,1
7083,"2012-09-14","enrolled",NA,"D","wise","Wait a minute, wait a minute.  You ain't heard nothin' yet!",2,2535,240,0,"2013-06-14","2013-11-16",214,1267.5,273
7084,"2012-09-14","enrolled",NA,"B",NA,"E.T. phone home.",51,125714,12230,10000,"2012-10-02","2013-12-19",9.03921568627451,2464.98039215686,18
7085,"2012-09-14","enrolled","LA",NA,NA,"Greed, for lack of a better word, is good.",2,9328,930,0,"2012-12-15","2013-01-04",56,4664,92
7086,"2012-09-14","enrolled",NA,"D","wise",NA,35,73620,7150,5000,"2012-09-17","2013-11-12",12.1142857142857,2103.42857142857,3
7087,"2012-09-14","enrolled","NY",NA,NA,NA,37,51132,4950,0,"2012-10-04","2013-12-19",12.4594594594595,1381.94594594595,20
7088,"2012-09-14","control","SF","C","oldish",NA,3,4404,0,0,"2013-02-01","2013-06-08",89,1468,140
7089,"2012-09-14","enrolled",NA,"D",NA,NA,3,19540,1940,0,"2013-01-19","2013-09-14",121.666666666667,6513.33333333333,127
7090,"2012-09-14","enrolled","SF","C","young",NA,1,771,70,0,"2013-08-01","2013-08-01",321,771,321
7091,"2012-09-14","enrolled",NA,NA,"oldish","Say ""hello"" to my little friend!",60,189041,18470,15000,"2012-09-17","2013-12-18",7.66666666666667,3150.68333333333,3
7092,"2012-09-14","control","SF","B",NA,NA,1,2310,0,0,"2013-07-13","2013-07-13",302,2310,302
7093,"2012-09-15","enrolled",NA,"B","young",NA,2,400,30,0,"2012-12-06","2013-03-03",84.5,200,82
7094,"2012-09-15","enrolled","NY","B",NA,NA,1,757,70,0,"2012-11-14","2012-11-14",60,757,60
7095,"2012-09-15","enrolled","NY",NA,NA,NA,4,5217,500,0,"2012-11-18","2013-12-20",115.25,1304.25,64
7096,"2012-09-15","control",NA,NA,"wise","Love means never having to say you're sorry.",14,32858,0,0,"2012-09-24","2013-11-21",30.8571428571429,2347,9
7097,"2012-09-15","control",NA,"B",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
7098,"2012-09-15","enrolled",NA,"A","wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
7099,"2012-09-15","control",NA,"D",NA,NA,0,0,0,0,NA,NA,NA,NA,NA
7100,"2012-09-15","enrolled",NA,"B",NA,NA,4,7050,690,0,"2013-01-23","2013-12-11",113,1762.5,130
7101,"2012-09-15","enrolled",NA,NA,NA,"Here's looking at you, kid.",3,5268,510,0,"2012-10-16","2013-07-27",105,1756,31
7102,"2012-09-15","enrolled","SF",NA,NA,NA,3,7658,760,0,"2013-01-13","2013-02-23",53.6666666666667,2552.66666666667,120
7103,"2012-09-15","enrolled","SF","D","young",NA,2,1096,100,0,"2013-01-12","2013-09-25",187.5,548,119
7104,"2012-09-15","control",NA,"C",NA,NA,3,2205,0,0,"2012-11-06","2013-07-01",96.3333333333333,735,52
7105,"2012-09-15","control","LA","A",NA,"After all, tomorrow is another day!",6,11705,0,0,"2012-11-14","2013-12-02",73.8333333333333,1950.83333333333,60
7106,"2012-09-15","enrolled",NA,NA,NA,NA,32,55137,5340,0,"2012-10-13","2013-12-13",14.1875,1723.03125,28
7107,"2012-09-15","enrolled",NA,"D",NA,NA,83,224755,21890,20000,"2012-09-23","2013-12-23",5.59036144578313,2707.89156626506,8
7108,"2012-09-15","control",NA,NA,"youthful","Say ""hello"" to my little friend!",24,77165,0,0,"2012-10-20","2013-12-24",19.375,3215.20833333333,35
7109,"2012-09-15","enrolled","NY","C",NA,NA,7,14561,1430,0,"2012-10-14","2013-08-19",48.2857142857143,2080.14285714286,29
7110,"2012-09-15","control","NY","C","youthful","It's alive!  It's alive!",4,18187,0,0,"2013-01-31","2013-11-15",106.5,4546.75,138
7111,"2012-09-15","control",NA,NA,"wise","Frankly, my dear, I don't give a damn.",0,0,0,0,NA,NA,NA,NA,NA
7112,"2012-09-15","enrolled",NA,"A","young","Hello, gorgeous.",5,3976,380,0,"2012-11-22","2013-10-26",81.2,795.2,68
7113,"2012-09-15","enrolled",NA,NA,NA,NA,1,0,0,0,"2013-01-16","2013-01-16",123,0,123
7114,"2012-09-15","enrolled",NA,"C","young",NA,5,10873,1060,0,"2012-11-25","2013-05-11",47.6,2174.6,71
7115,"2012-09-15","control","SF",NA,"oldish",NA,4,3122,0,0,"2012-11-09","2013-07-26",78.5,780.5,55
7116,"2012-09-15","enrolled","SF","A","oldish",NA,4,2758,250,0,"2013-05-04","2013-08-11",82.5,689.5,231
7117,"2012-09-16","enrolled","SF","C",NA,"After all, tomorrow is another day!",2,4615,450,0,"2012-11-21","2013-09-05",177,2307.5,66
7118,"2012-09-16","control","LA",NA,"youthful",NA,1,3428,0,0,"2013-09-20","2013-09-20",369,3428,369
7119,"2012-09-16","enrolled","NY",NA,NA,NA,4,14905,1470,0,"2012-09-23","2013-12-30",117.5,3726.25,7
